,Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Prod_Deliv_Ratio,CO2_per_unit,Deliveries_per_station,YearMonth,Lag_Deliveries,Rolling_3m_Deliveries,Delivery_Growth_Rate,Price_per_kWh
1331,2021,7,North America,Model 3,13236,13581,103253.15,120,660,1310.36,Estimated (Region),9693,1.0260652765185856,0.0964847949340991,1.365521510368307,2021-7,4027.0,9516.333333333334,2.286814005463124,860.4429166666666
1332,2015,8,Europe,Model Y,6904,7092,113591.54,75,434,449.45,Estimated (Region),7810,1.0272305909617614,0.06337422447828539,0.8839948783610756,2015-8,10014.0,10444.333333333334,-0.310565208707809,1514.5538666666666
1333,2020,9,Asia,Model S,19989,21667,84048.35,60,345,1034.43,Official (Quarter),5116,1.0839461703937165,0.04774218858171413,3.9071540265832683,2020-9,6987.0,12136.333333333334,1.8608844997853158,1400.8058333333333
1334,2021,9,North America,Model S,11461,12063,81652.81,100,556,955.85,Interpolated (Month),3575,1.0525259575953232,0.07923816629362514,3.205874125874126,2021-9,13236.0,9574.666666666666,-0.13410395889996973,816.5281
1335,2021,9,North America,Model 3,9843,10987,89947.82,75,441,651.11,Estimated (Region),4798,1.1162247282332622,0.05926185491945026,2.051479783243018,2021-9,11461.0,11513.333333333334,-0.14117441759008809,1199.3042666666668
1336,2017,11,Asia,Model X,5590,5772,111185.02,60,337,282.57,Interpolated (Month),6158,1.0325581395348837,0.048955301455301456,0.90776226047418,2017-11,19989.0,10855.333333333334,-0.7203461904047226,1853.0836666666667
1337,2018,5,Middle East,Model Y,12023,12399,54099.57,75,433,780.89,Estimated (Region),10142,1.0312733926640605,0.06298007903863215,1.185466377440347,2018-5,4241.0,10279.333333333334,1.8349445885404387,721.3276
1338,2025,2,Asia,Model 3,17456,19595,107746.29,120,674,1764.8,Interpolated (Month),6883,1.1225366636113656,0.09006379178361827,2.536103443266018,2025-2,5590.0,14345.0,2.1227191413237927,897.8857499999999
1339,2021,9,Europe,Model 3,6586,7232,79135.19,82,458,452.46,Official (Quarter),11269,1.0980868508958397,0.06256360619469026,0.5844351761469518,2021-9,6904.0,7834.666666666667,-0.046060254924681354,965.0632926829269
1340,2022,12,Asia,Model 3,14684,16136,74135.09,75,446,982.36,Interpolated (Month),6498,1.098883138109507,0.06088001983143282,2.259772237611573,2022-12,17456.0,12576.666666666666,-0.15879926672777267,988.4678666666666
1341,2017,12,North America,Model 3,25704,28939,61247.57,120,661,2548.55,Official (Quarter),8388,1.1258558979147215,0.08806627734199524,3.0643776824034337,2017-12,9843.0,15669.333333333334,1.61139896373057,510.39641666666665
1342,2024,9,Middle East,Model Y,4620,5094,65088.03,82,468,324.32,Official (Quarter),5258,1.1025974025974026,0.06366705928543384,0.8786610878661087,2024-9,12023.0,6961.333333333333,-0.6157365050320219,793.7564634146341
1343,2018,11,North America,Model 3,10848,11734,61191.58,82,479,779.43,Estimated (Region),5010,1.081674041297935,0.06642491903869098,2.1652694610778442,2018-11,25704.0,15465.0,-0.5779645191409897,746.2387804878049
1344,2018,10,Europe,Model S,10672,11272,93493.14,120,703,1125.36,Official (Quarter),4327,1.0562218890554722,0.09983676366217174,2.4663739311301134,2018-10,6586.0,8054.0,0.6204069237777103,779.1095
1345,2016,11,Asia,Cybertruck,14130,14923,61680.21,82,468,991.93,Estimated (Region),4711,1.0561217268223637,0.066469878710715,2.9993631925281257,2016-11,14684.0,15423.333333333334,-0.03772813947153364,752.1976829268292
1346,2021,11,Asia,Model X,11543,12126,90984.02,75,424,734.13,Estimated (Region),4043,1.0505068006584077,0.060541810984661056,2.855058125154588,2021-11,14130.0,13452.333333333334,-0.18308563340410478,1213.1202666666668
1347,2023,7,North America,Model X,9697,10023,63662.22,82,457,664.73,Interpolated (Month),12325,1.0336186449417346,0.06632046293524893,0.7867748478701826,2023-7,10848.0,15416.333333333334,-0.10610250737463123,776.3685365853659
1348,2020,9,Europe,Model Y,10029,10380,78669.26,60,353,531.04,Official (Quarter),12254,1.0349985043374215,0.05115992292870905,0.8184266362004243,2020-9,10672.0,9095.666666666666,-0.060251124437781134,1311.1543333333332
1349,2015,9,Europe,Model X,15086,15130,57287.6,100,589,1332.85,Official (Quarter),5142,1.0029166114278139,0.08809319233311301,2.9338778685336444,2015-9,10029.0,11929.0,0.5042377106391465,572.876
1350,2018,1,Asia,Model S,14330,16094,83414.53,100,567,1218.77,Interpolated (Month),7350,1.1230983949755757,0.07572822169752703,1.9496598639455782,2018-1,11543.0,13334.333333333334,0.2414450316208958,834.1453
1351,2022,5,North America,Model S,10488,10878,71290.87,60,353,555.34,Estimated (Region),6926,1.0371853546910754,0.05105166390880677,1.5142939647704303,2022-5,9697.0,10344.333333333334,0.08157162008868712,1188.1811666666665
1352,2020,6,Asia,Model S,7893,8803,68591.13,120,706,835.87,Interpolated (Month),5470,1.1152920309134677,0.0949528569805748,1.4429616087751371,2020-6,14330.0,11255.333333333334,-0.4491974877878576,571.59275
1353,2015,2,Europe,Model 3,2324,2423,52582.09,120,696,242.63,Interpolated (Month),9032,1.0425989672977625,0.10013619479983492,0.25730735163861823,2015-2,15086.0,9146.333333333334,-0.8459498873127402,438.1840833333333
1354,2024,9,North America,Model X,9727,10872,83984.71,60,340,496.08,Interpolated (Month),3988,1.1177135807546006,0.04562913907284768,2.4390672016048143,2024-9,10488.0,9970.666666666666,-0.07255911517925251,1399.7451666666668
1355,2022,1,Asia,Cybertruck,13491,15256,65094.78,60,332,671.85,Interpolated (Month),8794,1.1308279593803277,0.0440384111169376,1.5341141687514215,2022-1,7893.0,11904.666666666666,0.7092360319270239,1084.913
1356,2019,2,Middle East,Model X,2439,2652,111904.04,100,557,203.78,Official (Quarter),10173,1.087330873308733,0.07684012066365008,0.23975228546151578,2019-2,4620.0,6360.666666666667,-0.4720779220779221,1119.0403999999999
1357,2019,11,Middle East,Model 3,10763,10853,59952.7,75,414,668.38,Interpolated (Month),10510,1.008361980860355,0.061584815258453884,1.0240723120837298,2019-11,2439.0,5940.666666666667,3.4128741287412874,799.3693333333333
1358,2019,5,North America,Model S,6061,6255,78780.1,60,351,319.11,Estimated (Region),5609,1.0320079194852334,0.051016786570743405,1.0805847744696024,2019-5,9727.0,8758.666666666666,-0.37688907165621466,1313.0016666666668
1359,2022,7,Asia,Model 3,10399,10848,61221.63,82,473,737.81,Interpolated (Month),9387,1.0431772285796712,0.06801345870206489,1.1078086715670608,2022-7,13491.0,10594.333333333334,-0.22918983025720852,746.605243902439
1360,2021,7,Europe,Model 3,10432,11531,105489.24,82,476,744.84,Official (Quarter),4831,1.1053489263803682,0.06459457115601422,2.159387290416063,2021-7,2324.0,9280.666666666666,3.4888123924268504,1286.4541463414635
1361,2023,8,Middle East,Cybertruck,12771,14425,76006.37,120,672,1287.32,Estimated (Region),12301,1.1295121760238038,0.089242287694974,1.0382082757499391,2023-8,10763.0,8657.666666666666,0.18656508408436312,633.3864166666666
1362,2015,3,North America,Model 3,6717,6811,75740.11,82,461,464.48,Estimated (Region),5927,1.0139943427125204,0.06819556599618265,1.1332883414881052,2015-3,6061.0,7501.666666666667,0.10823296485728418,923.6598780487805
1363,2021,2,Middle East,Model S,10922,11681,91960.14,82,458,750.34,Official (Quarter),11899,1.0694927668925105,0.0642359387038781,0.9178922598537692,2021-2,12771.0,11485.333333333334,-0.1447811447811448,1121.4651219512195
1364,2024,9,Asia,Model Y,4461,4515,50800.29,60,342,228.85,Interpolated (Month),7924,1.0121049092131809,0.05068660022148394,0.5629732458354366,2024-9,10399.0,9450.333333333334,-0.5710164438888354,846.6715
1365,2022,12,North America,Model S,4719,5062,108112.41,82,489,346.14,Official (Quarter),10611,1.072684890866709,0.06838008692216514,0.4447271699180096,2022-12,6717.0,5832.333333333333,-0.2974542206342117,1318.4440243902438
1366,2021,5,Asia,Model Y,9545,9727,62297.06,120,717,1026.56,Official (Quarter),11318,1.0190675746464117,0.1055371645933998,0.8433468810743948,2021-5,4461.0,8135.0,1.1396547859224389,519.1421666666666
1367,2021,12,Middle East,Model X,13859,15058,73958.59,60,332,690.18,Estimated (Region),14913,1.0865141785121581,0.04583477221410546,0.929323409106149,2021-12,10922.0,12517.333333333334,0.26890679362754066,1232.6431666666665
1368,2017,7,Europe,Cybertruck,6698,7530,105250.5,82,463,465.18,Interpolated (Month),13965,1.1242161839355032,0.06177689243027889,0.47962764052989615,2017-7,10432.0,6484.666666666667,-0.3579371165644172,1283.5426829268292
1369,2019,9,Asia,Model X,15884,17515,64845.69,100,561,1336.64,Official (Quarter),6375,1.1026819440946865,0.07631401655723666,2.491607843137255,2019-9,9545.0,9963.333333333334,0.664117338920901,648.4569
1370,2015,2,Europe,Model Y,9861,11318,66943.87,100,583,862.34,Official (Quarter),12139,1.1477537775073523,0.07619190669729635,0.812340390476975,2015-2,6698.0,8997.0,0.472230516572111,669.4386999999999
1371,2016,11,North America,Model 3,3663,4115,116854.24,60,354,194.51,Estimated (Region),3018,1.1233961233961234,0.0472685297691373,1.213717693836978,2016-11,4719.0,5033.0,-0.22377622377622375,1947.5706666666667
1372,2021,4,Asia,Model S,7580,8514,103847.54,60,347,394.54,Interpolated (Month),7046,1.1232189973614777,0.04634014564247123,1.0757876809537326,2021-4,15884.0,11003.0,-0.5227902291614204,1730.7923333333333
1373,2022,6,Middle East,Model Y,7532,8069,53119.9,82,490,553.6,Official (Quarter),11592,1.07129580456718,0.06860825381088115,0.6497584541062802,2022-6,13859.0,10771.0,-0.45652644490944516,647.8036585365854
1374,2017,1,Asia,Model Y,8033,8698,86411.89,60,334,402.45,Official (Quarter),12304,1.0827835179882983,0.04626925730052885,0.6528771131339401,2017-1,7580.0,10499.0,0.059762532981530336,1440.1981666666666
1375,2020,3,Middle East,Model Y,14639,15788,58172.35,100,556,1220.89,Estimated (Region),9442,1.078488967825671,0.07733025082341019,1.5504130480830332,2020-3,7532.0,12010.0,0.9435740839086564,581.7235
1376,2020,6,North America,Model 3,7771,8856,56230.68,100,575,670.25,Interpolated (Month),14022,1.1396216703127011,0.07568315266485998,0.55420054200542,2020-6,3663.0,5384.333333333333,1.1214851214851214,562.3068
1377,2023,12,Europe,Cybertruck,11128,12108,72255.75,100,577,963.13,Official (Quarter),11768,1.0880661394680087,0.07954492897258011,0.9456152277362339,2023-12,9861.0,9229.0,0.1284859547713213,722.5575
1378,2020,6,North America,Cybertruck,4677,5097,55021.47,120,673,472.14,Estimated (Region),14177,1.0898011545862734,0.09263095938787522,0.32990054313324396,2020-6,7771.0,5370.333333333333,-0.39814695663363786,458.51225
1379,2015,12,Middle East,Model 3,12570,12817,52276.83,120,715,1348.13,Estimated (Region),10399,1.0196499602227527,0.10518296013107592,1.2087700740455813,2015-12,14639.0,11580.333333333334,-0.1413347906277751,435.64025000000004
1380,2017,4,Asia,Model 3,10795,12043,95825.55,82,457,740.0,Estimated (Region),13510,1.11560907827698,0.06144648343436021,0.7990377498149519,2017-4,8033.0,8802.666666666666,0.34383169426117277,1168.604268292683
1381,2017,3,North America,Model S,9296,9376,117045.29,75,447,623.3,Official (Quarter),12422,1.008605851979346,0.06647824232081911,0.7483497021413621,2017-3,4677.0,7248.0,0.9875988881761812,1560.6038666666666
1382,2022,9,Middle East,Model S,9215,10246,92322.89,75,438,605.43,Official (Quarter),3220,1.1118827997829626,0.059089400741752875,2.861801242236025,2022-9,12570.0,12141.333333333334,-0.2669053301511536,1230.9718666666668
1383,2020,2,Asia,Model X,6932,7903,103644.59,75,437,454.39,Official (Quarter),12886,1.1400750144258511,0.05749588763760597,0.5379481607946609,2020-2,10795.0,8586.666666666666,-0.3578508568781843,1381.9278666666667
1384,2019,9,Middle East,Model Y,13821,15702,56119.18,75,447,926.7,Interpolated (Month),12906,1.1360972433253744,0.059017959495605656,1.0708972570897257,2019-9,9215.0,11868.666666666666,0.4998372219207814,748.2557333333333
1385,2018,1,North America,Model S,4526,4637,58160.82,60,346,234.9,Estimated (Region),13828,1.0245249668581529,0.05065775285745094,0.3273069135088227,2018-1,9296.0,6166.333333333333,-0.5131239242685026,969.347
1386,2018,1,Middle East,Model S,11796,12081,95948.67,100,598,1058.1,Estimated (Region),9746,1.0241607324516786,0.08758380928731065,1.2103427046993638,2018-1,13821.0,11610.666666666666,-0.14651617104406334,959.4866999999999
1387,2024,9,Middle East,Model S,11173,11333,76804.15,60,358,599.99,Interpolated (Month),10074,1.0143202362838988,0.05294185123091856,1.1090927139170141,2024-9,11796.0,12263.333333333334,-0.05281451339437093,1280.0691666666667
1388,2015,3,Middle East,Model Y,5198,5319,67517.0,82,473,368.8,Interpolated (Month),11575,1.0232781839168912,0.06933634141755969,0.44907127429805616,2015-3,11173.0,9389.0,-0.5347713237268414,823.3780487804878
1389,2017,8,Asia,Model 3,8032,8297,74536.44,75,426,513.24,Official (Quarter),3824,1.0329930278884463,0.061858503073400024,2.100418410041841,2017-8,6932.0,8586.333333333334,0.15868436237738037,993.8192
1390,2019,12,North America,Model 3,13871,15499,115623.68,60,350,728.23,Estimated (Region),4870,1.1173671689135607,0.046985611974966125,2.8482546201232033,2019-12,4526.0,9231.0,2.0647370746796287,1927.0613333333333
1391,2022,8,Asia,Cybertruck,13977,14076,76982.93,75,418,876.36,Estimated (Region),11344,1.0070830650354152,0.06225916453537937,1.2321050775740479,2022-8,8032.0,9647.0,0.7401643426294822,1026.4390666666666
1392,2017,6,Asia,Model X,9474,9841,80408.23,120,703,999.03,Estimated (Region),3108,1.0387375976356343,0.10151712224367442,3.048262548262548,2017-6,13977.0,10494.333333333334,-0.322172139944194,670.0685833333333
1393,2020,6,North America,Model Y,3949,4020,55978.59,82,488,289.07,Official (Quarter),5323,1.0179792352494301,0.07190796019900497,0.7418748825850084,2020-6,13871.0,7448.666666666667,-0.7153053132434576,682.665731707317
1394,2020,10,Europe,Model X,8875,9062,93578.46,75,420,559.12,Official (Quarter),9048,1.0210704225352112,0.061699404105054076,0.9808797524314765,2020-10,11128.0,9954.666666666666,-0.20246225736879941,1247.7128
1395,2024,8,North America,Model Y,9497,10344,118175.84,75,424,604.01,Estimated (Region),14077,1.0891860587553965,0.05839230471771075,0.6746465866306741,2024-8,3949.0,9105.666666666666,1.4049126361104078,1575.6778666666667
1396,2018,11,Middle East,Cybertruck,10631,11842,73717.64,75,448,714.4,Interpolated (Month),11855,1.1139121437305992,0.06032764735686539,0.896752425137073,2018-11,5198.0,9000.666666666666,1.0452096960369373,982.9018666666667
1397,2025,4,North America,Model S,14646,15998,70463.07,82,468,1028.15,Interpolated (Month),11480,1.0923118940325003,0.06426740842605326,1.2757839721254356,2025-4,9497.0,9364.0,0.5421712119616722,859.3057317073171
1398,2020,3,Europe,Cybertruck,5479,6104,99911.0,60,340,279.43,Estimated (Region),3635,1.114071910932652,0.04577817824377457,1.5072902338376892,2020-3,8875.0,8494.0,-0.3826478873239436,1665.1833333333334
1399,2018,10,North America,Cybertruck,11286,12014,58339.85,120,690,1168.1,Interpolated (Month),7185,1.0645046960836435,0.09722823372731812,1.5707724425887266,2018-10,14646.0,11809.666666666666,-0.22941417451863988,486.16541666666666
1400,2020,4,Middle East,Cybertruck,13035,14421,107662.11,120,711,1390.18,Interpolated (Month),7981,1.1063291139240505,0.09639969488939741,1.6332539781982207,2020-4,10631.0,9621.333333333334,0.22613112595240326,897.18425
1401,2023,10,Asia,Model X,7375,8187,57285.32,60,353,390.51,Official (Quarter),9387,1.1101016949152542,0.04769879076584829,0.7856610205603494,2023-10,9474.0,10275.333333333334,-0.2215537259869116,954.7553333333333
1402,2025,7,Asia,Cybertruck,2723,2943,63830.92,75,428,174.82,Official (Quarter),9020,1.0807932427469702,0.05940197077811756,0.30188470066518847,2025-7,7375.0,6524.0,-0.6307796610169492,851.0789333333333
1403,2022,3,North America,Model S,8256,9464,67978.21,75,429,531.27,Interpolated (Month),3360,1.1463178294573644,0.056135883347421804,2.4571428571428573,2022-3,11286.0,11396.0,-0.26847421584263687,906.3761333333334
1404,2025,2,Middle East,Cybertruck,6699,7150,69494.44,75,447,449.17,Official (Quarter),13608,1.0673234811165846,0.06282097902097902,0.49228395061728397,2025-2,13035.0,10121.666666666666,-0.48607594936708864,926.5925333333333
1405,2019,10,North America,Model X,12891,14178,107586.02,120,660,1276.21,Estimated (Region),9504,1.0998370956481267,0.09001340104387079,1.3563762626262625,2019-10,8256.0,10811.0,0.5614098837209303,896.5501666666667
1406,2023,9,Asia,Model X,11694,12628,59652.92,60,347,608.67,Official (Quarter),6777,1.0798700188130665,0.04820003167564143,1.7255422753430723,2023-9,2723.0,7264.0,3.2945280940139554,994.2153333333333
1407,2017,12,Europe,Model 3,7124,7492,52107.27,82,490,523.61,Interpolated (Month),11014,1.051656372824256,0.06988921516284037,0.6468131469039404,2017-12,5479.0,7159.333333333333,0.30023726957473995,635.4545121951219
1408,2019,4,North America,Model X,9977,10879,65908.27,60,346,517.81,Estimated (Region),11339,1.0904079382579934,0.047597205625517044,0.8798835876179557,2019-4,12891.0,10374.666666666666,-0.22604918159956555,1098.4711666666667
1409,2018,2,Europe,Model S,16810,18654,107713.01,100,557,1404.48,Official (Quarter),12995,1.1096966091612135,0.07529109038275973,1.293574451712197,2018-2,7124.0,9804.333333333334,1.3596294216732172,1077.1300999999999
1410,2025,10,Asia,Cybertruck,3031,3438,110309.5,100,558,253.69,Official (Quarter),3311,1.1342791158033652,0.07378999418266434,0.9154334038054969,2025-10,11694.0,5816.0,-0.7408072515820079,1103.095
1411,2021,8,Asia,Model S,8848,9157,81735.94,120,691,917.1,Estimated (Region),12163,1.0349231464737794,0.10015288850060064,0.7274521088547233,2021-8,3031.0,7857.666666666667,1.9191685912240186,681.1328333333333
1412,2017,2,Asia,Model Y,9235,10569,86332.26,100,583,807.6,Interpolated (Month),6742,1.144450460205739,0.076412148736872,1.369771581133195,2017-2,8848.0,7038.0,0.04373869801084984,863.3226
1413,2015,5,North America,Model 3,10974,12136,55694.41,120,665,1094.66,Estimated (Region),14839,1.1058866411518133,0.09019940672379698,0.739537704697082,2015-5,9977.0,11280.666666666666,0.0999298386288463,464.12008333333335
